chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat	annotation	in_te	nearest_gene
chr2	63556259	63556488	230	4	0.356598198473751	0.093137244274284	0.263460954199467	19.5532812247127	Intergenic	FALSE	LOC_00014010
chr22	29793829	29793991	163	4	0.283000326825066	0.0154125188739238	0.267587807951142	19.5306984098825	Exon	FALSE	LOC_00008697
chr26	34920304	34920773	470	5	0.437095839682501	0.190955625108544	0.246140214573956	19.5275293144074	Intron	TRUE	LOC_00018093
chr19	34867075	34867155	81	5	0.569990857532871	0.798292475404535	-0.228301617871664	-19.5126406466208	Intron	TRUE	LOC_00021708
chr12	43480181	43480310	130	4	0.0563957888645879	0.280619201189488	-0.2242234123249	-19.5121332238429	Exon	FALSE	LOC_00025791
chr6	66441763	66441954	192	5	0.445952376348388	0.138236351331756	0.307716025016631	19.4878360178232	Intron	TRUE	LOC_00008121
chr29	15633670	15633894	225	5	0.450884059066329	0.198546542787281	0.252337516279049	19.4571008770783	Intron	TRUE	LOC_00019253
chr1	3635767	3636034	268	5	0.346940217165604	0.60638457872996	-0.259444361564356	-19.4442111724821	Intergenic	FALSE	LOC_00005635
chr25	32859036	32862574	3539	5	0.4230459944313	0.720369292133142	-0.297323297701841	-19.4367897700291	Intergenic	FALSE	LOC_00004709
chr22	17892191	17892380	190	5	0.100459167537656	0.32362148281056	-0.223162315272903	-19.4165919069856	Intron	TRUE	LOC_00008471
chr16	13329837	13329897	61	4	0.051488407273906	0.360325850615036	-0.30883744334113	-19.4015296270426	Intron	TRUE	LOC_00004940
chr5	17384095	17384309	215	5	0.32248287231743	0.543457980331365	-0.220975108013935	-19.2848443336395	Intron	FALSE	XLOC_036032U_lncRNA
chr30	8004803	8004965	163	4	0.274278912481942	0.0238795024356189	0.250399410046323	19.2842672640724	Intron	FALSE	LOC_00023461
chr30	24978707	24978899	193	5	0.676589215145845	0.919921414410683	-0.243332199264838	-19.2770199522764	Exon	FALSE	LOC_00023688
chr5	44620055	44620352	298	5	0.303497646401824	0.512813735600405	-0.209316089198581	-19.2737928216159	Intron	FALSE	LOC_00015659
chr24	38106159	38106210	52	4	0.424868273489667	0.636544263884011	-0.211675990394345	-19.2686339432295	Intron	TRUE	LOC_00016866
chr1	66476233	66476289	57	4	0.244746532779898	0.0343520369297474	0.210394495850151	19.2623820968111	Intron	TRUE	LOC_00006473
chr3	69535411	69535487	77	5	0.359574930473418	0.148236232995744	0.211338697477673	19.256770748841	Intergenic	TRUE	LOC_00018943
chr9	46210165	46210256	92	5	0.545344215854456	0.757389964254017	-0.212045748399561	-19.2505318588807	Intergenic	TRUE	LOC_00000615
chr7	33232760	33232934	175	4	0.309642234514981	0.508838218817701	-0.19919598430272	-19.2400518719404	Intergenic	FALSE	LOC_00002734
chr28	24004222	24004401	180	5	0.503951775581204	0.281209131892873	0.222742643688331	19.2171844264311	Intergenic	FALSE	LOC_00020430
chr22	951073	951353	281	4	0.367606426186598	0.040167009355607	0.327439416830991	19.2044665752832	Intron	FALSE	LOC_00008319
chr19	2912668	2913001	334	5	0.380568317558638	0.654574619234542	-0.274006301675904	-19.1953156996796	Exon	FALSE	LOC_00021298
chr9	12685612	12686016	405	5	0.640847661906596	0.404866003546493	0.235981658360103	19.17641698988	Intron	TRUE	LOC_00000196
chr9	45858025	45858137	113	5	0.0715171753849156	0.327984242778713	-0.256467067393797	-19.1692673636349	Exon	TRUE	LOC_00000604
chr26	29695714	29695768	55	5	0.251779939098636	0.0481917758649631	0.203588163233673	19.1515590966242	Intron	TRUE	LOC_00018020
chr5	2313157	2313376	220	5	0.493847141969189	0.235890510716666	0.257956631252523	19.1514470218828	Intron	TRUE	XLOC_036792U_lncRNA
chr27	522030	522214	185	5	0.53354554805033	0.316965216485785	0.216580331564545	19.1220269578018	Intergenic	TRUE	LOC_00024737
chr22	26806937	26807109	173	5	0.242410862147139	0.0226269186111453	0.219783943535993	19.1211809874239	Intergenic	TRUE	LOC_00008645
chr9	58218622	58218772	151	5	0.0539959221228804	0.299404563650983	-0.245408641528102	-19.1181259811753	Exon	TRUE	LOC_00000791
chr4	37997548	37997759	212	5	0.100172585455254	0.326488549549363	-0.226315964094108	-19.1064395949634	Intergenic	FALSE	LOC_00003796
chr17	18727034	18727468	435	5	0.394581112708063	0.646756220276761	-0.252175107568699	-19.1059750979766	Intron	FALSE	LOC_00019690
chr20	221931	222162	232	5	0.346230248309144	0.647760352914075	-0.301530104604932	-19.1021148982535	Intron	FALSE	LOC_00014299
chr2	78056279	78056370	92	5	0.667539461076189	0.870587794787827	-0.203048333711638	-19.1004534571982	Intergenic	TRUE	LOC_00014262
chr18	23695059	23695139	81	5	0.482505103959339	0.295271589806462	0.187233514152877	19.0888329623882	Exon	TRUE	LOC_00020943
chr12	54737303	54737439	137	4	0.257584492307683	0.0472078883248397	0.210376603982843	19.0617699838518	Intron	FALSE	LOC_00025963
chr16	27854537	27854701	165	5	0.341509675936927	0.575697946022939	-0.234188270086013	-19.0556706484736	Promoter	FALSE	LOC_00005199
chr24	11682200	11682341	142	5	0.562455146918339	0.292623226826112	0.269831920092227	19.0033347454726	Exon	FALSE	LOC_00016504
chr6	39809149	39809277	129	4	0.29186173074692	0.581692514804229	-0.289830784057309	-18.9989004322619	Intron	TRUE	LOC_00007788
chr3	6897125	6897287	163	5	0.59758998946972	0.782969107353359	-0.185379117883639	-18.9749395193306	Intergenic	TRUE	LOC_00018217
chr2	48563699	48564035	337	5	0.598334289523146	0.306725159158049	0.291609130365097	18.9402165235461	Exon	FALSE	LOC_00013739
chr1	16051068	16051261	194	4	0.431276866623095	0.175486596238146	0.255790270384948	18.9188843831559	Intron	TRUE	LOC_00005808
chr17	24173003	24173155	153	4	0.242403759760776	0.575702504609776	-0.333298744849	-18.9149630916431	Intergenic	TRUE	LOC_00019749
chr29	9242162	9242445	284	4	0.273186811461285	0.0275313469191931	0.245655464542092	18.9112951040102	Intergenic	FALSE	LOC_00019175
chr11	21294731	21295088	358	5	0.333873477507617	0.581916403949119	-0.248042926441502	-18.9103294571181	Intron	FALSE	LOC_00022756
chr14	10251320	10251486	167	4	0.211981518432525	0.00643266707999185	0.205548851352533	18.9025732661568	Intergenic	FALSE	LOC_00009086
chr3	25223092	25223220	129	4	0.386073504296936	0.0935393377439676	0.292534166552969	18.9017735849361	Intron	TRUE	LOC_00018403
chr16	55720902	55721213	312	5	0.514250734627088	0.778484870942384	-0.264234136315296	-18.8911764061636	Exon	FALSE	LOC_00005511
chr20	23536162	23536312	151	4	0.324150909084427	0.0996765518671007	0.224474357217327	18.889667234629	Intergenic	FALSE	LOC_00014594
chr2	75080960	75081023	64	4	0.342294710470919	0.00497399783253551	0.337320712638384	18.8601475605606	Intergenic	FALSE	LOC_00014208
chr13	8826629	8826773	145	5	0.613741901710791	0.347904084934862	0.26583781677593	18.8550354487521	Intron	TRUE	LOC_00009987
chr1	31669939	31670098	160	4	0.258169594575377	0.575261049335947	-0.31709145476057	-18.8350575683473	Exon	FALSE	LOC_00006009
chr1	39346631	39346777	147	4	0.50245518515921	0.157016776107083	0.345438409052127	18.8281365893287	Intergenic	TRUE	LOC_00006140
chr2	50049707	50049924	218	4	0.520131954435891	0.741503698581689	-0.221371744145799	-18.7640025236009	Intergenic	TRUE	LOC_00013754
chr14	26137638	26137782	145	5	0.847832703638975	0.643721100057135	0.20411160358184	18.7609120776819	Promoter	TRUE	LOC_00009357
chr15	22254123	22254175	53	5	0.749094938135984	0.534662149580868	0.214432788555116	18.7497648091421	Exon	FALSE	LOC_00011859
chr3	41431064	41431290	227	5	0.453318235448091	0.683080512261286	-0.229762276813196	-18.7094241950878	Intergenic	TRUE	LOC_00018603
chr8	62668966	62669205	240	5	0.512986939952426	0.762720157262011	-0.249733217309585	-18.6973971728201	Promoter	FALSE	XLOC_041223U_lncRNA
chr2	33850132	33850227	96	4	0.122368456039971	0.352939457083795	-0.230571001043824	-18.6952517075767	Intron	TRUE	LOC_00013485
chr5	19298111	19298449	339	5	0.242200306451578	0.539901581228954	-0.297701274777376	-18.6881878322778	Exon	FALSE	LOC_00015166
chr2	15399860	15399954	95	5	0.257743377302321	0.0639195827328105	0.19382379456951	18.6801390121631	Intron	TRUE	LOC_00013249
chr6	4153461	4153681	221	5	0.465980987245942	0.694548943305113	-0.228567956059171	-18.6695316848034	Intron	FALSE	LOC_00007322
chr10	39073920	39074038	119	5	0.433709002461677	0.695067378679563	-0.261358376217885	-18.66026569427	Exon	TRUE	LOC_00017317
chr29	9810548	9810602	55	4	0.285354078278329	0.0259322905357108	0.259421787742618	18.6559630796797	Intron	TRUE	LOC_00019193
chr1	78716977	78717104	128	4	0.101694555983896	0.27129092295826	-0.169596366974364	-18.6494647264472	Intergenic	FALSE	LOC_00006648
chr24	10586939	10587206	268	5	0.480019933759719	0.193431202338819	0.2865887314209	18.6240660128286	Exon	FALSE	XLOC_029168U_lncRNA
chr14	8609012	8609275	264	4	0.251035311626639	0.00469192662725551	0.246343384999384	18.586064270488	Intergenic	TRUE	LOC_00009046
chr17	53621518	53621735	218	4	0.279661558740561	0.620843691038626	-0.341182132298066	-18.5837864211766	Intron	FALSE	LOC_00020090
chr7	29216456	29216858	403	5	0.475855407262436	0.201912474167111	0.273942933095326	18.5724787243382	Intergenic	FALSE	LOC_00002696
chr4	30880656	30880793	138	4	0.28586041303504	0.0653923210798409	0.220468091955199	18.5441299823854	Promoter	FALSE	LOC_00003715
chr16	29846021	29846106	86	5	0.432766825806858	0.196735083435553	0.236031742371305	18.5429463067225	Intergenic	TRUE	LOC_00005239
chr3	69665015	69665275	261	4	0.42745587155225	0.112390731733988	0.315065139818262	18.5406376529516	Intron	TRUE	LOC_00018946
chr19	35434969	35435219	251	5	0.633881480084101	0.410106278214912	0.223775201869189	18.538368694316	Intron	TRUE	LOC_00021718
chr28	2323165	2323371	207	4	0.2721310623829	0.0347164599192886	0.237414602463611	18.5227127509902	Intron	TRUE	LOC_00020191
chr9	68655960	68656234	275	5	0.359565829054203	0.59924687159643	-0.239681042542227	-18.4904184624165	Intergenic	FALSE	LOC_00000945
chr19	1371393	1371491	99	5	0.37548242503631	0.161412315212313	0.214070109823997	18.4758103418573	Exon	FALSE	LOC_00021292
chr9	64115261	64115477	217	4	0.304112239392771	0.69230916291979	-0.388196923527018	-18.4477750658006	Exon	TRUE	LOC_00000894
chr7	24724700	24724772	73	5	0.365705635010979	0.649571889149734	-0.283866254138755	-18.4432374295503	Intergenic	TRUE	LOC_00002656
chr14	28221622	28221845	224	5	0.742640020240366	0.519898428322142	0.222741591918224	18.4367938201503	Intergenic	FALSE	XLOC_018644U_lncRNA
chr1	127339952	127340063	112	4	0.380737296885459	0.17506181117773	0.205675485707729	18.4201047727634	Intron	TRUE	LOC_00007251
chr5	64740637	64740863	227	4	0.562683717167398	0.249015851233308	0.31366786593409	18.3857759008066	Intron	FALSE	LOC_00015987
chr5	39696922	39697170	249	5	0.379203996975346	0.131473833781183	0.247730163194163	18.371456968908	Promoter	FALSE	LOC_00015532
chr2	23600057	23600175	119	4	0.455893559299092	0.682523603023917	-0.226630043724825	-18.3675643250429	Intron	TRUE	LOC_00013382
chr6	72154270	72154420	151	4	0.229387164543606	0.430174184299817	-0.200787019756211	-18.3599885844923	Intergenic	TRUE	LOC_00008194
chr1	63143184	63143332	149	4	0.236907002844055	0.0139856069013014	0.222921395942753	18.3303230721907	Intergenic	FALSE	LOC_00006434
chr23	13718223	13718352	130	4	0.0634054934252375	0.261381619401112	-0.197976125975875	-18.3275302750546	Intron	TRUE	LOC_00011274
chr2	50127688	50127852	165	4	0.308490695613322	0.473323245634529	-0.164832550021207	-18.3271511970581	Promoter	TRUE	LOC_00013756
chr23	1224080	1224161	82	4	0.212955504830326	0.0321109513735978	0.180844553456728	18.3232544317824	Intron	FALSE	LOC_00011089
chr5	34884396	34884610	215	4	0.423462371421907	0.706759950341587	-0.28329757891968	-18.3214959101378	Intron	FALSE	LOC_00015472
chr10	49458984	49459119	136	4	0.42664326901703	0.632411384683192	-0.205768115666162	-18.3182766527542	Promoter	FALSE	LOC_00017466
chr15	52507320	52507488	169	4	0.23680002774151	0.0256783678644409	0.211121659877069	18.2914757195089	Exon	FALSE	LOC_00012245
chr1	110960027	110960123	97	4	0.205278713444998	0.0254113163411152	0.179867397103883	18.2667769218228	Intron	TRUE	LOC_00007040
chr11	29343669	29343747	79	4	0.821042631186279	0.635464871907786	0.185577759278493	18.243405219695	Intergenic	TRUE	LOC_00022854
chr14	32558908	32559079	172	4	0.426903937413986	0.221133689985382	0.205770247428603	18.2377586795303	Exon	TRUE	LOC_00009434
chr27	5041987	5042502	516	5	0.310589033768484	0.090696990519056	0.219892043249428	18.2172176755832	Intron	FALSE	XLOC_031041U_lncRNA
chr5	25096235	25096358	124	4	0.318290741042074	0.103056255896513	0.215234485145562	18.2108922693641	Intergenic	TRUE	XLOC_037081U_lncRNA
chr4	64140149	64140374	226	4	0.174699365617662	0.458851785083184	-0.284152419465521	-18.2016076889534	Exon	FALSE	LOC_00004122
chr16	46175791	46176002	212	4	0.258141701501446	0.447584309019505	-0.189442607518059	-18.1960118149105	Intron	TRUE	LOC_00005418
chr24	36850926	36851038	113	5	0.497564187996402	0.717162204748252	-0.219598016751851	-18.1610665697461	Intergenic	TRUE	LOC_00016846
chr1	68659298	68659407	110	4	0.127734409935516	0.303052451514538	-0.175318041579022	-18.1574049665713	Exon	TRUE	LOC_00006508
chr17	41005159	41005317	159	5	0.551717000497139	0.775836466055317	-0.224119465558177	-18.1199545268565	Intergenic	FALSE	LOC_00019958
chr11	31076499	31076680	182	5	0.246937097566286	0.473479411216462	-0.226542313650176	-18.0714594317974	Exon	FALSE	XLOC_015618U_lncRNA
chr24	35523066	35523146	81	4	0.632254649798662	0.864983680750072	-0.23272903095141	-18.0611575616703	Intergenic	FALSE	XLOC_029389U_lncRNA
chr4	5488470	5488573	104	4	0.50417270875591	0.157474523521945	0.346698185233965	18.0566382778655	Intergenic	FALSE	LOC_00003313
chr13	25187005	25187161	157	4	0.464923672571431	0.749625451380205	-0.284701778808774	-18.054499751578	Intron	FALSE	LOC_00010233
chr30	10094235	10094533	299	5	0.763071945258945	0.484231756502628	0.278840188756316	18.0231055360207	Intergenic	FALSE	LOC_00023497
chr1	30164485	30164655	171	4	0.724796214794567	0.390582575235544	0.334213639559023	18.0079742185657	Promoter	FALSE	LOC_00005987
chr5	30133772	30133883	112	5	0.273899304980721	0.478372893010176	-0.204473588029455	-18.0045919571409	Intron	TRUE	LOC_00015392
chr18	18696388	18696713	326	5	0.508920928950274	0.725470375149533	-0.216549446199258	-17.9878638810607	Exon	TRUE	LOC_00020882
chr5	49967026	49967194	169	5	0.131470069824647	0.354409253696738	-0.222939183872091	-17.9834933944295	Intron	FALSE	LOC_00015761
chr20	3250892	3251020	129	4	0.380381786161135	0.15648208219452	0.223899703966615	17.9402190713935	Intergenic	FALSE	LOC_00014325
chr7	4326156	4326226	71	4	0.267194294516539	0.0646500159308529	0.202544278585686	17.9103307747343	Intron	TRUE	LOC_00002351
chr13	54554032	54554149	118	5	0.465818039083973	0.261840863366119	0.203977175717855	17.9075625335201	Intron	FALSE	LOC_00010686
chr14	49157863	49157918	56	4	0.264295899457261	0.0840019801510336	0.180293919306228	17.8532695283198	Intergenic	FALSE	LOC_00009707
chr19	30403353	30406047	2695	5	0.388326527278862	0.640166063024899	-0.251839535746037	-17.8177469782101	Intergenic	FALSE	LOC_00021648
chr1	45527176	45527228	53	5	0.403933116406367	0.611838550803055	-0.207905434396689	-17.8012546470314	Exon	FALSE	LOC_00006227
chr6	7419549	7419611	63	4	0.394396477093239	0.174997178954271	0.219399298138968	17.8009482005965	Intron	FALSE	LOC_00007355
chr7	17625779	17625869	91	4	0.79901395397156	0.625093419358384	0.173920534613176	17.7545442916978	Intron	FALSE	LOC_00002539
chr19	974531	974639	109	4	0.267275650068946	0.0806877340901779	0.186587915978769	17.7480091826803	Intergenic	TRUE	LOC_00021289
chr5	22739568	22739662	95	5	0.242430154815155	0.631855502887226	-0.389425348072072	-17.745613955119	Intergenic	TRUE	LOC_00015250
chr22	23188687	23188840	154	5	0.385293552974362	0.603174223503503	-0.21788067052914	-17.7438227592177	Intergenic	TRUE	LOC_00008564
chr21	18172149	18172236	88	5	0.42790619648787	0.663322892740356	-0.235416696252486	-17.7129911064809	Intergenic	TRUE	LOC_00012568
chr1	28016566	28016942	377	4	0.415394325197985	0.138845504383652	0.276548820814333	17.6948960721712	Intron	FALSE	LOC_00005968
chr9	16529077	16529146	70	4	0.698750624339873	0.872252555998643	-0.17350193165877	-17.6661846763448	Exon	FALSE	LOC_00000240
chr22	16298458	16298748	291	5	0.35382354217791	0.590165170399102	-0.236341628221192	-17.6635062704212	Intergenic	FALSE	LOC_00008464
chr1	72109352	72109431	80	4	0.451776776808752	0.750376243470167	-0.298599466661416	-17.6629989458884	Intergenic	TRUE	LOC_00006561
chr20	8333306	8333560	255	4	0.475259310969178	0.2156745149058	0.259584796063378	17.5996641505068	Intron	FALSE	LOC_00014405
chr1	6771215	6771302	88	4	0.204628698685607	0.02584811088946	0.178780587796147	17.57013467834	Intergenic	TRUE	LOC_00005678
chr26	18513431	18513796	366	5	0.572856465011117	0.313204939568702	0.259651525442415	17.5629936433896	Intergenic	TRUE	LOC_00017874
chr9	70897571	70897906	336	5	0.664077485570301	0.395274840593893	0.268802644976408	17.5352745360624	Promoter	FALSE	XLOC_042465U_lncRNA
chr26	20425981	20426141	161	5	0.171634586806327	0.385504240836449	-0.213869654030122	-17.5318038632702	Intergenic	FALSE	LOC_00017901
chr20	18458621	18458844	224	5	0.63809313117013	0.36280770676246	0.275285424407671	17.5054603209338	Intron	FALSE	LOC_00014529
chr20	7950918	7951032	115	4	0.287630617560859	0.0953816603801406	0.192248957180718	17.4791687612842	Intron	FALSE	LOC_00014397
chr9	46519607	46519710	104	4	0.436780616851474	0.247697937288297	0.189082679563178	17.4697658189336	Promoter	TRUE	LOC_00000619
chr3	6196818	6196892	75	4	0.32536791784216	0.110838290787102	0.214529627055058	17.4420074012629	Exon	TRUE	LOC_00018210
chr9	43592617	43592810	194	4	0.368413308813618	0.648587019747339	-0.280173710933721	-17.3268377366405	Exon	FALSE	LOC_00000572
chr28	532718	532776	59	4	0.414779588465488	0.114458757872224	0.300320830593264	17.3154603405146	Intergenic	FALSE	LOC_00020155
chr6	36826941	36827043	103	4	0.444952293930525	0.183411466461167	0.261540827469358	17.3137032855961	Intergenic	TRUE	LOC_00007745
chr3	33194279	33194498	220	5	0.557976634310939	0.787593228339839	-0.2296165940289	-17.3133550567608	Intergenic	TRUE	LOC_00018484
chr20	390029	390278	250	4	0.411092537493904	0.130453866090928	0.280638671402976	17.3035634476051	Intergenic	FALSE	LOC_00014303
chr21	19305304	19305371	68	4	0.171710051160991	0.367636918244809	-0.195926867083817	-17.2990571567604	Exon	FALSE	LOC_00012591
chr13	25948942	25949089	148	4	0.510786359163847	0.687658923395405	-0.176872564231558	-17.2976644314393	Exon	FALSE	LOC_00010245
chr13	9330520	9330774	255	5	0.459636353643403	0.687413353515692	-0.227776999872289	-17.2895554804176	Intron	FALSE	LOC_00009997
chr13	18836889	18837110	222	5	0.394827574408024	0.630689952670101	-0.235862378262077	-17.2713104118739	Intergenic	TRUE	LOC_00010146
chr1	110436216	110436548	333	4	0.607380631476917	0.881250439313163	-0.273869807836246	-17.2659370791826	Exon	FALSE	LOC_00007038
chr4	14619857	14620049	193	4	0.216632401943452	0.548671906431962	-0.33203950448851	-17.2335798938744	Intergenic	FALSE	LOC_00003448
chr20	23457229	23457314	86	4	0.408996378416984	0.689619929532749	-0.280623551115765	-17.2230463088082	Intergenic	TRUE	LOC_00014592
chr1	38986689	38986985	297	5	0.345996945823635	0.57988737498352	-0.233890429159885	-17.1925813546912	Intergenic	FALSE	LOC_00006136
chr6	31942005	31942234	230	5	0.467758189426853	0.679506968917748	-0.211748779490895	-17.1770236241089	Intron	FALSE	LOC_00007649
chr10	22854941	22855176	236	4	0.149910777798784	0.409116588570904	-0.259205810772119	-17.1725663057188	Exon	FALSE	LOC_00017162
chr4	48119194	48119388	195	4	0.43057128239763	0.154086524724344	0.276484757673286	17.1574866855116	Intron	FALSE	LOC_00003930
chr29	22489436	22489504	69	5	0.314971913556252	0.578311736463294	-0.263339822907042	-17.1543248095654	Intron	FALSE	LOC_00019363
chr31	16210403	16210629	227	5	0.388650061654423	0.678491661569634	-0.289841599915211	-17.1447879221645	Intergenic	FALSE	LOC_00010944
chr6	24263474	24263593	120	4	0.281203960453323	0.0969344677162475	0.184269492737075	17.0774072922492	Intron	TRUE	LOC_00007542
chr6	26618700	26618772	73	4	0.377392699717819	0.0965643277390443	0.280828371978775	17.0759559349444	Intron	FALSE	LOC_00007579
chr13	47350216	47350403	188	4	0.112982890740174	0.306591246414089	-0.193608355673915	-17.0490563403644	Intergenic	TRUE	LOC_00010527
chr1	96132490	96132577	88	4	0.497892446234964	0.675626824724057	-0.177734378489093	-17.0468960225961	Intergenic	FALSE	LOC_00006873
chr5	43652718	43652830	113	5	0.177274193903874	0.408502490741469	-0.231228296837595	-17.0125364782496	Exon	TRUE	LOC_00015632
chr3	4612559	4612721	163	4	0.260505947636314	0.519673484538831	-0.259167536902517	-16.9795981921944	Intron	FALSE	LOC_00018184
chr24	36851094	36851150	57	4	0.493870199293357	0.703416992535587	-0.209546793242229	-16.9629023543659	Intergenic	TRUE	LOC_00016846
chr26	24312433	24312746	314	5	0.321264761021123	0.60158384452298	-0.280319083501857	-16.9411993744863	Intron	FALSE	LOC_00017935
chr8	5838494	5838565	72	4	0.212731827528474	0.00769215029156432	0.20503967723691	16.9390524699453	Intron	FALSE	LOC_00023909
chr23	45128649	45128707	59	4	0.634709978887036	0.808513173993154	-0.173803195106118	-16.9321784650886	Intron	TRUE	LOC_00011692
chr2	23895788	23895860	73	4	0.865130626560513	0.664638905365163	0.20049172119535	16.9229196127041	Intron	FALSE	LOC_00013387
chr1	26553800	26554276	477	5	0.512045214926089	0.736241107025102	-0.224195892099013	-16.8862364089771	Intron	FALSE	LOC_00005936
chr6	7418456	7418557	102	5	0.76967477914924	0.550699572892891	0.218975206256349	16.8848001655516	Intron	TRUE	LOC_00007355
chr22	2344679	2344751	73	5	0.0631768274704785	0.304396100915178	-0.2412192734447	-16.8836870422229	Exon	FALSE	LOC_00008335
chr26	19118531	19118666	136	4	0.663964636010989	0.432389238855398	0.231575397155591	16.8811834444092	Intron	FALSE	LOC_00017888
chr19	16338827	16338983	157	4	0.443508090384635	0.671615959710695	-0.22810786932606	-16.8782882059769	Promoter	TRUE	LOC_00021483
chr2	50155395	50155508	114	4	0.344279774207555	0.138123914551655	0.206155859655901	16.8504119191308	Intron	FALSE	LOC_00013757
chr7	52814055	52814178	124	4	0.509122993432181	0.753163015514013	-0.244040022081831	-16.8167664309395	Intergenic	FALSE	LOC_00002999
chr14	12713892	12713998	107	4	0.050577638664142	0.254345653208581	-0.203768014544439	-16.812773563613	Intron	FALSE	LOC_00009130
chr25	26036655	26036960	306	4	0.164675317489084	0.438492397420875	-0.273817079931791	-16.8066598322378	Exon	FALSE	LOC_00004651
chr23	22929281	22929526	246	4	0.378852349414261	0.677490411194852	-0.29863806178059	-16.7045744734353	Intergenic	FALSE	LOC_00011434
chr2	59462096	59462173	78	4	0.426592169288232	0.626940180020085	-0.200348010731853	-16.700344635217	Intron	TRUE	LOC_00013925
chr13	17130221	17130342	122	4	0.65013170790188	0.846011227770779	-0.195879519868899	-16.6838519747188	Intergenic	TRUE	LOC_00010097
chr26	13346303	13346418	116	5	0.199696572574229	0.443396413302035	-0.243699840727806	-16.673335163418	Intergenic	TRUE	LOC_00017809
chr3	56727883	56728044	162	4	0.420862606995943	0.684383819908083	-0.26352121291214	-16.6687829834434	Intron	FALSE	LOC_00018865
chr4	41918057	41918214	158	4	0.767208244306514	0.51641792232249	0.250790321984024	16.667863511087	Intergenic	FALSE	LOC_00003851
chr15	14618926	14618990	65	4	0.449685298771552	0.254581421125747	0.195103877645804	16.6561396574717	Exon	FALSE	LOC_00011789
chr14	19317872	19318041	170	4	0.179749501669497	0.37500052431958	-0.195251022650083	-16.6530344578766	Intron	FALSE	LOC_00009242
chr3	72322786	72322916	131	4	0.597009584946362	0.810725522804841	-0.21371593785848	-16.6291252218625	Intron	TRUE	LOC_00019005
chr27	23701571	23701756	186	4	0.0552795631297547	0.264031197253761	-0.208751634124006	-16.6260241684085	Exon	FALSE	LOC_00025071
chr16	45513433	45513555	123	5	0.511170659171921	0.803993588220916	-0.292822929048995	-16.6224906576474	Exon	FALSE	LOC_00005411
chr9	49647812	49647914	103	4	0.10871109780349	0.351464880037953	-0.242753782234463	-16.6209854653442	Exon	FALSE	LOC_00000671
chr2	17440056	17440153	98	4	0.255853703167719	0.0177305449627602	0.238123158204959	16.6200759627214	Intergenic	FALSE	LOC_00013285
chr6	73914514	73914587	74	4	0.28140637244209	0.479344869822772	-0.197938497380682	-16.5675459780955	Intergenic	FALSE	LOC_00008233
chr11	43694922	43695002	81	4	0.431662041245095	0.6123155459135	-0.180653504668405	-16.553377365212	Promoter	TRUE	LOC_00023033
chr21	37079896	37080324	429	4	0.297689900340305	0.627500790416391	-0.329810890076086	-16.5478933813754	Intron	TRUE	LOC_00012875
chr9	10202218	10202393	176	4	0.370501236757482	0.562159651425532	-0.19165841466805	-16.5451431813777	Intron	TRUE	LOC_00000161
chr26	13425846	13426225	380	4	0.212792932199976	0.490565042248587	-0.277772110048611	-16.4912791321348	Exon	FALSE	LOC_00017810
chr23	38936107	38936320	214	5	0.214254748660218	0.469765918289615	-0.255511169629397	-16.4870623917922	Intron	FALSE	LOC_00011620
chr21	18171945	18172057	113	4	0.505139588513022	0.7685168092835	-0.263377220770477	-16.4682175002496	Intergenic	FALSE	LOC_00012568
chr26	33816272	33816384	113	4	0.0267254165087159	0.239764689570558	-0.213039273061842	-16.4241659274541	Intron	FALSE	LOC_00018079
chr8	10966803	10967075	273	4	0.678890968974189	0.376404286701085	0.302486682273104	16.3614294741417	Promoter	FALSE	LOC_00023998
chr10	17684634	17684823	190	4	0.60529865649394	0.292371146390703	0.312927510103236	16.3295370032802	Intergenic	FALSE	LOC_00017104
chr10	58020497	58020799	303	5	0.449784223597196	0.750324588426124	-0.300540364828928	-16.2870495869238	Intron	FALSE	LOC_00017605
chr3	13876548	13876699	152	4	0.613536532702656	0.783859559387316	-0.17032302668466	-16.2738187804394	Intron	TRUE	LOC_00018309
chr1	37101246	37101413	168	4	0.0975386422691291	0.292210268556087	-0.194671626286958	-16.2537785019092	Intergenic	FALSE	LOC_00006105
chr1	73013228	73013314	87	4	0.216059188867131	0.420721211764176	-0.204662022897044	-16.2537613927396	Intron	TRUE	LOC_00006565
chr2	10322020	10322192	173	4	0.281821877511632	0.0873464493330152	0.194475428178617	16.2446345796669	Intergenic	TRUE	LOC_00013187
chr14	63730940	63731191	252	4	0.653121220702788	0.419194369584661	0.233926851118127	16.2258737794129	Exon	FALSE	LOC_00009871
chr27	5058988	5059153	166	4	0.0846063116897423	0.309580326239326	-0.224974014549584	-16.221477408955	Intron	FALSE	XLOC_031041U_lncRNA
chr27	29483201	29483381	181	4	0.25327310734167	0.0109150194933294	0.242358087848341	16.2182889469981	Intron	FALSE	LOC_00025159
chr6	12462189	12462402	214	5	0.604064946822351	0.343908602013805	0.260156344808546	16.1999961418721	Intergenic	TRUE	LOC_00007413
chr4	61983234	61983339	106	4	0.476356877275037	0.671771269652058	-0.195414392377021	-16.1978910012822	Intergenic	TRUE	LOC_00004061
chr1	70774754	70774891	138	4	0.601071026230494	0.356527272909293	0.244543753321201	16.1944720195089	Exon	FALSE	LOC_00006537
