motif_id	motif_name	tf_class	region_type	n_hits	n_genes	mean_score	mean_dist
MA2233.1	Fer1	Tal-related	downstream	15222	15222		39964.4800945999
MA2234.1	Fer2	Tal-related	downstream	16343	16343		40214.7405005201
MA2235.1	FoxL1	FOX	downstream	15993	15993		40278.082786219
MA2236.1	foxo	FOX	downstream	16351	16351		40064.9836707235
MA2237.1	FoxP	FOX	downstream	20267	20267		39877.7744609464
MA2238.1	GATAe	C4-GATA-related	downstream	9522	9522		39765.404536862
MA2239.1	gsb	Paired plus homeo domain	downstream	10956	10956		40110.4414932457
MA2240.1	Hey	Hairy-related factors	downstream	16096	16096		40354.738444334
MA2241.1	HLH4C	Tal-related	downstream	13900	13900		39769.6848920863
MA2242.1	Hnf4	RXR-related receptors (NR2)	downstream	15752	15752		39799.437722194
MA2243.1	Hr38	NGFI-B-related receptors (NR4)	downstream	19432	19432		40447.0719431865
MA2244.1	Hr39	GCNF-related receptors (NR6)	downstream	15431	15431		40203.9350657767
MA2245.1	Hr78	RXR-related receptors (NR2)	downstream	13126	13126		39848.5687947585
MA2246.1	Jra	Jun-related	downstream	10103	10103		39684.6829654558
MA2247.1	Kah	More than 3 adjacent zinc fingers	downstream	17454	17454		40001.8275466942
MA2248.1	kay	Fos-related	downstream	8089	8089		40735.3104215601
MA2249.1	ken	Other factors with up to three adjacent zinc fingers	downstream	17382	17382		40425.7135542515
MA2250.1	klu	More than 3 adjacent zinc fingers	downstream	18547	18547		40549.5557772146
MA2251.1	knrl	Thyroid hormone receptor-related factors (NR1)	downstream	13053	13053		40348.7421282464
MA2252.1	lmd	More than 3 adjacent zinc fingers	downstream	19247	19247		39965.5892866421
MA2253.1	luna	Three-zinc finger Kruppel-related	downstream	17578	17578		40057.0142223234
MA2254.1	lz	Runt-related factors	downstream	15948	15948		40580.7264860798
MA2255.1	Max	bHLH-ZIP	downstream	11692	11692		39897.7656517277
MA2256.1	mid	TBX1-related factors	downstream	13058	13058		40254.3126052994
MA2257.1	Mitf	bHLH-ZIP	downstream	9642	9642		39859.2448662103
MA2258.1	Mnt	bHLH-ZIP	downstream	10635	10635		40469.4938410907
MA2259.1	org-1	TBX1-related factors	downstream	9948	9948		40365.1388218737
MA2260.1	pdm3	POU domain factors	downstream	10774	10774		38809.4258399852
MA2261.1	phol	More than 3 adjacent zinc fingers	downstream	18365	18365		39749.2741628097
MA2262.1	pnt	Ets-related	downstream	13708	13708		40061.6548001167
MA2263.1	Poxm	Paired domain only	downstream	12169	12169		39731.0013148163
MA2264.1	Rel	NF-kappaB-related factors	downstream	12421	12421		39661.615570405
MA2265.1	retn	ARID-related	downstream	24287	24287		40233.2735619879
MA2266.1	Rfx	RFX-related factors	downstream	10739	10739		38988.9147034175
MA2267.1	rib	Other factors with up to three adjacent zinc fingers	downstream	17512	17512		40338.5694380996
MA2268.1	sage	TALE-type homeo domain factors	downstream	19101	19101		40429.0201560128
MA2269.1	sc	MyoD/ASC-related factors	downstream	15076	15076		40140.5770098169
MA2270.1	scrt	More than 3 adjacent zinc fingers	downstream	17942	17942		40160.6893880281
MA2271.1	sens	More than 3 adjacent zinc fingers	downstream	16962	16962		40755.7312227332
MA2272.1	slp2	FOX	downstream	16098	16098		39825.6858615977
MA2273.1	Sox102F	SOX-related factors	downstream	13422	13422		40626.2058560572
MA2274.1	Sox14	SOX-related factors	downstream	20824	20824		40109.3569439109
MA2275.1	Sox15	SOX-related factors	downstream	15449	15449		40966.2974302544
MA2276.1	Sox21a	SOX-related factors	downstream	16914	16914		40789.031926215
MA2277.1	Sox21b	SOX-related factors	downstream	18077	18077		40779.9322896498
MA2278.1	SoxN	SOX-related factors	downstream	16327	16327		40982.2660623507
MA2279.1	Sp1	Three-zinc finger Kruppel-related	downstream	13258	13258		39797.7393271987
MA2280.1	Spps	Three-zinc finger Kruppel-related	downstream	16110	16110		40643.4877715705
MA2281.1	SREBP	bHLH-ZIP	downstream	9447	9447		40257.1020429766
MA2282.1	SREBP	bHLH-ZIP	downstream	14519	14519		39661.0844410772
MA2283.1	srp	C4-GATA-related	downstream	13731	13731		40418.1377175734
MA2284.1	ss	PAS domain factors	downstream	15666	15666		40295.6113238861
MA2285.1	sug	More than 3 adjacent zinc fingers	downstream	16084	16084		39980.09008953
MA2286.1	svp	RXR-related receptors (NR2)	downstream	16001	16001		39645.7270170614
MA2287.1	TfAP-2	AP-2	downstream	8215	8215		39354.9424223981
MA2288.1	tj	Maf-related	downstream	15292	15292		40213.8244179963
MA2289.1	toy	Paired plus homeo domain	downstream	13296	13296		40328.6723826715
MA2290.1	Usf	bHLH-ZIP	downstream	14549	14549		40389.6817650698
MA2291.1	vri	CEBP-related	downstream	11436	11436		39933.0962749213
MA2292.1	wor	More than 3 adjacent zinc fingers	downstream	15762	15762		39796.8970942774
MA2293.1	Xbp1	XBP-1-related factors	downstream	10293	10293		39798.3851160983
MA2294.1	Xrp1	""	downstream	10916	10916		40403.5483693661
MA2295.1	ac	MyoD/ASC-related factors	downstream	14539	14539		40158.5424031914
MA2296.1	aop	Ets-related	downstream	8789	8789		38591.8227329617
MA2297.1	BtbVII	More than 3 adjacent zinc fingers	downstream	20902	20902		40499.293895321
MA2298.1	CG3065	Three-zinc finger Kruppel-related	downstream	16679	16679		40438.2719587505
MA2299.1	CG4854	More than 3 adjacent zinc fingers	downstream	16149	16149		40001.7058022169
MA2300.1	CG8319	More than 3 adjacent zinc fingers	downstream	16571	16571		40354.1469434554
MA2301.1	clk	PAS domain factors	downstream	6621	6621		39993.6571514877
MA2302.1	Crg-1	FOX	downstream	19885	19885		40272.4082474227
MA2303.1	crp	bHLH-ZIP	downstream	11877	11877		39862.7363812411
MA2304.1	cwo	Hairy-related factors	downstream	5936	5936		40415.8050876011
MA2305.1	cyc	PAS domain factors	downstream	7985	7985		40429.0618659987
MA2306.1	D1	HMGA	downstream	21001	21001		40567.2466549212
MA2307.1	D19B	More than 3 adjacent zinc fingers	downstream	11482	11482		40482.8642222609
MA2308.1	da	E2A	downstream	22580	22580		40277.4931798051
MA2309.1	ewg	Jun-related	downstream	7625	7625		40897.9948852459
MA2310.1	fru	Factors with multiple dispersed zinc fingers	downstream	12909	12909		40128.0174297002
MA2311.1	ftz-f1	FTZF1related(NR5A)	downstream	10871	10871		39818.3856130991
MA2312.1	grn	C4-GATA-related	downstream	18745	18745		40564.4944251801
MA2313.1	hng1	More than 3 adjacent zinc fingers	downstream	3057	3057		40772.7582597318
MA2314.1	hr3	Thyroid hormone receptor-related factors (NR1)	downstream	16073	16073		40470.5075592609
MA2315.1	insv	""	downstream	7292	7292		40907.1603126714
MA2316.1	l(3)neo38	Three-zinc finger Kruppel-related	downstream	18767	18767		40076.091437097
MA2317.1	nau	MyoD/ASC-related factors	downstream	22580	22580		40277.4931798051
MA2318.1	pita	More than 3 adjacent zinc fingers	downstream	14350	14350		40641.4432752613
MA2319.1	run	Runt-related factors	downstream	9544	9544		40919.0148784577
MA2320.1	Sox100B	SOX-related factors	downstream	8997	8997		40305.6528842948
MA2321.1	tx	Tal-related	downstream	22580	22580		40277.4931798051
MA2322.1	ZIPIC	More than 3 adjacent zinc fingers	downstream	19068	19068		40368.3120935599
MA2323.1	Pgr	Steroid hormone receptors (NR3)	downstream	15547	15547		40097.4903839969
MA2324.1	BCL11A	Factors with multiple dispersed zinc fingers	downstream	19458	19458		40138.0686607051
MA2325.1	EPAS1	PAS domain factors	downstream	8164	8164		41212.0335619794
MA2326.1	IKZF2	Factors with multiple dispersed zinc fingers	downstream	25001	25001		40340.4458221671
MA2327.1	PGR	Steroid hormone receptors (NR3)	downstream	11311	11311		41296.1713376359
MA2328.1	ZBED4	BED zinc finger factors	downstream	12427	12427		40026.9935624045
MA2329.1	ZBTB11	More than 3 adjacent zinc fingers	downstream	14886	14886		39449.2796587398
MA2330.1	ZBTB24	More than 3 adjacent zinc fingers	downstream	16214	16214		39810.7946219317
MA2331.1	ZNF157	More than 3 adjacent zinc fingers	downstream	15468	15468		39979.5988492371
MA2332.1	ZNF175	More than 3 adjacent zinc fingers	downstream	17230	17230		40004.0608241439
MA2333.1	ZNF35	More than 3 adjacent zinc fingers	downstream	18310	18310		40789.8380120153
MA2334.1	ZNF547	More than 3 adjacent zinc fingers	downstream	15504	15504		40350.8243679051
MA2335.1	ZNF558	More than 3 adjacent zinc fingers	downstream	22806	22806		40369.0491098834
MA2336.1	ZSCAN21	More than 3 adjacent zinc fingers	downstream	18291	18291		40205.3438849708
MA2337.1	Nr1h3	Thyroid hormone receptor-related factors (NR1)	downstream	24495	24495		40572.7455807308
MA2338.1	Ppara	Thyroid hormone receptor-related factors (NR1)	downstream	16001	16001		39645.7270170614
MA2339.1	Nanog	NK	downstream	17399	17399		40778.3422610495
MA2340.1	Zbtb2	Factors with multiple dispersed zinc fingers	downstream	12762	12762		39345.6950321266
MA2341.1	FEZF2	More than 3 adjacent zinc fingers	downstream	16239	16239		40401.3431245766
MA0529.3	BEAF-32	Zinc finger, BED-type	downstream	1712	1712		39269.6436915888
MA0010.2	br	Other factors with up to three adjacent zinc fingers	downstream	21801	21801		40213.4464015412
MA0011.2	br	Other factors with up to three adjacent zinc fingers	downstream	25046	25046		40400.2608799808
MA0012.2	br	Other factors with up to three adjacent zinc fingers	downstream	13819	13819		40352.7902887329
MA0443.2	btd	Other factors with up to three adjacent zinc fingers	downstream	14587	14587		39825.3313909646
MA0015.2	Cf2	Factors with multiple dispersed zinc fingers	downstream	16271	16271		40957.8522524737
MA0184.2	CG9876	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0530.2	cnc::maf-S	Jun-related	downstream	15045	15045		40334.3072116982
MA0531.2	CTCF	More than 3 adjacent zinc fingers	downstream	15065	15065		40193.1031530037
MA0185.2	Deaf1	DEAF	downstream	25193	25193		40457.8587305998
MA1455.2	dmrt99B	DMRT factors	downstream	14951	14951		40360.1432680088
MA1456.2	Dref	BED zinc finger factors	downstream	1924	1924		41072.5145530146
MA1836.2	dsx	DMRT factors	downstream	22297	22297		40644.9340718482
MA0915.2	dve	HD-CUT	downstream	23446	23446		40260.2645653843
MA0189.2	E5	NK	downstream	24221	24221		40317.5571198547
MA1837.2	Elba1	""	downstream	15883	15883		39853.355852169
MA1838.2	Elba2	""	downstream	15883	15883		39853.355852169
MA0222.2	exd	TALE-type homeo domain factors	downstream	22236	22236		40394.2717665048
MA1839.2	GATAd	C4-GATA-related	downstream	18745	18745		40564.4944251801
MA1840.2	gcm	GCM	downstream	7295	7295		39751.5054146676
MA1457.2	grh	Grainyhead-related factors	downstream	14082	14082		40906.6528192018
MA1458.2	Hsf	HSF factors	downstream	12513	12513		40071.6674658355
MA1841.2	kn	EBF-related	downstream	14688	14688		40343.3388480392
MA0451.2	kni	Thyroid hormone receptor-related factors (NR1)	downstream	15614	15614		39946.0606506981
MA0452.3	Kr	More than 3 adjacent zinc fingers	downstream	15173	15173		40052.23021156
MA0195.2	Lim3	HD-LIM	downstream	24221	24221		40317.5571198547
MA1459.2	M1BP	More than 3 adjacent zinc fingers	downstream	15235	15235		40304.9393501805
MA0197.3	nub	POU domain factors	downstream	15515	15515		40396.4892039961
MA0126.2	ovo	More than 3 adjacent zinc fingers	downstream	11319	11319		40858.804488029
MA1702.2	Pdp1	CEBP-related	downstream	8911	8911		39555.0301874088
MA0457.2	PHDP	Paired-related HD factors	downstream	25030	25030		40458.5420295645
MA1460.2	pho	More than 3 adjacent zinc fingers	downstream	9149	9149		39825.2199147448
MA0536.2	pnr	C4-GATA-related	downstream	4060	4060		40482.9566502463
MA0200.2	Pph13	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0239.2	prd	""	downstream	11319	11319		40858.804488029
MA0243.2	sd	TEF-1-related factors	downstream	16018	16018		40358.1123735797
MA0458.2	slp1	FOX	downstream	18763	18763		40298.7929968555
MA0086.3	sna	More than 3 adjacent zinc fingers	downstream	17209	17209		40509.1424835842
MA0532.2	Stat92E	STAT factors	downstream	14127	14127		39610.9047922418
MA1461.2	sv	Paired domain only	downstream	14248	14248		39977.7494385177
MA0247.3	tin	Homeo	downstream	15456	15456		40562.2254787785
MA0205.3	Trl	More than 3 adjacent zinc fingers	downstream	20774	20774		40688.2066044094
MA0249.3	twi	Tal-related	downstream	19810	19810		40540.132155477
MA0094.3	Ubx	HOX	downstream	22280	22280		40268.4337522442
MA0016.2	usp	RXR-related receptors (NR2)	downstream	14616	14616		39972.2705938697
MA1462.2	vfl	More than 3 adjacent zinc fingers	downstream	14944	14944		40592.1313570664
MA0252.2	vis	TALE-type homeo domain factors	downstream	25328	25328		40422.802511055
MA0255.2	z	""	downstream	18226	18226		40392.2436628992
MA0257.2	zen2	HOX	downstream	24221	24221		40317.5571198547
MA1438.2	atf-7	Jun-related	downstream	14272	14272		40271.3864209641
MA1444.2	cebp-1	CEBP-related	downstream	10617	10617		40369.7658472261
MA0264.2	ceh-22	NK	downstream	15969	15969		40519.6094933935
MA1699.2	ceh-38	HD-CUT	downstream	19554	19554		40537.8376291296
MA0921.2	ceh-48	HD-CUT	downstream	25327	25327		40436.0454455719
MA0538.2	daf-12	C4-GATA-related	downstream	20531	20531		40780.1650187521
MA1446.2	daf-16	FOX	downstream	18746	18746		40148.0706284007
MA0919.2	dsc-1	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0541.2	efl-1	E2F	downstream	11482	11482		38566.5935377112
MA1701.2	elt-2	C4-GATA-related	downstream	8125	8125		39651.7668923077
MA1439.2	elt-6	C4-GATA-related	downstream	24987	24987		40414.4813703126
MA0543.2	eor-1	More than 3 adjacent zinc fingers	downstream	24557	24557		40514.477053386
MA0920.2	fkh-2	FOX	downstream	24018	24018		40242.1746606712
MA0545.2	hlh-1	MyoD/ASC-related factors	downstream	17587	17587		40425.5423324046
MA1449.2	hlh-30	bHLH-ZIP	downstream	9252	9252		40829.6033290099
MA0923.2	lim-4	HD-LIM	downstream	22280	22280		40268.4337522442
MA1441.2	lim-7	HD-LIM	downstream	25030	25030		40458.5420295645
MA1450.2	lin-54	""	downstream	16310	16310		40805.7955855304
MA1703.2	pqm-1	Factors with multiple dispersed zinc fingers	downstream	12201	12201		40933.5587246947
MA0547.2	skn-1	Jun-related	downstream	21304	21304		40114.649079985
MA0925.2	sma-4	SMAD factors	downstream	19327	19327		39807.2464428002
MA1443.2	unc-30	Paired-related HD factors	downstream	23446	23446		40260.2645653843
MA0918.2	unc-62	TALE-type homeo domain factors	downstream	16208	16208		40456.19761846
MA0928.2	zfh-2	HD-ZF factors	downstream	9935	9935		40202.6292903875
MA1704.2	zip-8	Jun-related	downstream	9602	9602		39869.3855446782
MA1843.2	AP4	bHLH-ZIP	downstream	12509	12509		40119.8756895036
MA1844.2	Atbf	HOX	downstream	25030	25030		40458.5420295645
MA1845.2	Atoh7	Tal-related	downstream	17863	17863		40042.1747746739
MA1846.2	Brachyury	Brachyury-related factors	downstream	13119	13119		41701.8993063496
MA1847.2	Bsx	NK	downstream	24957	24957		40396.601594743
MA1848.2	Cebpg	CEBP-related	downstream	24721	24721		40352.227539339
MA1849.2	Creb1	CREB-related factors	downstream	9010	9010		40216.0580466149
MA1850.2	Dlx-b	NK	downstream	24221	24221		40317.5571198547
MA1851.2	Dlx-c	NK	downstream	24221	24221		40317.5571198547
MA1852.2	Emx	NK	downstream	24957	24957		40396.601594743
MA1853.2	Erf-a	Ets-related	downstream	11111	11111		39612.2545225452
MA1854.2	Etv1/4/5	Ets-related	downstream	18061	18061		39673.1180444051
MA1855.2	Fli-Erg-a	Ets-related	downstream	18061	18061		39673.1180444051
MA1856.2	Fli-Erg-b	Ets-related	downstream	12849	12849		38611.7528990583
MA1857.2	Fli-Erg-c	Ets-related	downstream	18061	18061		39673.1180444051
MA1858.2	Fos-b	Fos-related	downstream	9115	9115		39327.3686231487
MA1859.2	FoxA-a	FOX	downstream	18982	18982		40176.403645559
MA1860.2	FoxA-b	FOX	downstream	16792	16792		40647.0439494998
MA1861.2	FoxB	FOX	downstream	17534	17534		40429.3158435041
MA1862.2	FoxD-b	FOX	downstream	25185	25185		40444.8873138773
MA1863.2	FoxE	FOX	downstream	25288	25288		40432.1582568807
MA1864.2	FoxF	FOX	downstream	25137	25137		40367.9508294546
MA1865.2	FoxG	FOX	downstream	25237	25237		40458.0616951302
MA1866.2	FoxI-a	FOX	downstream	25288	25288		40432.1582568807
MA1867.2	FoxI-b	FOX	downstream	18780	18780		40469.3937699681
MA1868.2	FoxI-c	FOX	downstream	25211	25211		40437.6921185197
MA1869.2	FoxK	FOX	downstream	25185	25185		40444.8873138773
MA1870.2	FoxL2	FOX	downstream	19148	19148		39992.3275015667
MA1871.2	FoxM	FOX	downstream	25288	25288		40432.1582568807
MA1872.2	FoxO	FOX	downstream	18955	18955		40337.720654181
MA1873.2	FoxQ	FOX	downstream	25065	25065		40439.4548972671
MA1874.2	GATA-a	C4-GATA-related	downstream	24987	24987		40414.4813703126
MA1875.2	GATA1/2/3	C4-GATA-related	downstream	25067	25067		40434.3919894682
MA1877.2	Hes-b	Hairy-related factors	downstream	10287	10287		40740.8431029455
MA1878.2	Hes-c	Hairy-related factors	downstream	7916	7916		40313.7582112178
MA1879.2	Hex	""	downstream	25030	25030		40458.5420295645
MA1880.2	Hey	Hairy-related factors	downstream	10293	10293		40461.4326241135
MA1881.2	Hmbox1	POU domain factors	downstream	25030	25030		40458.5420295645
MA1882.2	Hnf1	POU domain factors	downstream	22280	22280		40268.4337522442
MA1883.2	Hox1	HOX	downstream	25030	25030		40458.5420295645
MA1884.2	Hox3	HOX	downstream	24981	24981		40415.6592610384
MA1885.2	Hox4	HOX	downstream	24981	24981		40415.6592610384
MA1886.2	Hox5	HOX	downstream	24957	24957		40396.601594743
MA1887.2	Hsf1-2-4	HSF factors	downstream	10251	10251		40015.0963808409
MA1888.2	Irf-b	Interferon-regulatory factors	downstream	10411	10411		40259.7353760446
MA1889.2	Isx	Paired-related HD factors	downstream	25030	25030		40458.5420295645
MA1891.2	Klf3/8/12	Three-zinc finger Kruppel-related	downstream	18509	18509		40133.4111513318
MA1892.2	Klf5-like	Three-zinc finger Kruppel-related	downstream	10039	10039		40337.4743500349
MA1894.2	large-Maf	Maf-related	downstream	24877	24877		40318.0207822487
MA1895.2	Lhx3/4	HD-LIM	downstream	25030	25030		40458.5420295645
MA1896.2	Lmx-b	HD-LIM	downstream	22280	22280		40268.4337522442
MA0118.2	Macho-1	""	downstream	25086	25086		40417.4620106833
MA1897.2	Max	bHLH-ZIP	downstream	16096	16096		40354.738444334
MA1898.2	Meox	HOX	downstream	24981	24981		40415.6592610384
MA1899.2	Mitf	bHLH-ZIP	downstream	10511	10511		40233.8471125488
MA1900.2	Mnx	HOX	downstream	25030	25030		40458.5420295645
MA1901.2	Msx	NK	downstream	24957	24957		40396.601594743
MA1902.2	NFkb	NF-kappaB-related factors	downstream	10413	10413		38424.0327475271
MA1903.2	Nk-1	NK	downstream	24957	24957		40396.601594743
MA1904.2	Nk-3	NK	downstream	25030	25030		40458.5420295645
MA1905.2	Nkx3	NK	downstream	25030	25030		40458.5420295645
MA1906.2	Noto	NK	downstream	24981	24981		40415.6592610384
MA1907.2	Otp	Paired-related HD factors	downstream	22280	22280		40268.4337522442
MA1908.2	Otx	Paired-related HD factors	downstream	6781	6781		40883.0395221944
MA1909.2	Prop	Paired-related HD factors	downstream	25030	25030		40458.5420295645
MA1910.2	Rax	Paired-related HD factors	downstream	25030	25030		40458.5420295645
MA1911.2	Rel	NF-kappaB-related factors	downstream	10364	10364		38720.9731763798
MA1912.2	Six3/6	HD-SINE	downstream	24075	24075		40322.5567601246
MA1913.2	small-Maf	Maf-related	downstream	24877	24877		40318.0207822487
MA1914.2	Snail	More than 3 adjacent zinc fingers	downstream	24143	24143		40223.5569730357
MA1915.2	SoxB1	SOX-related factors	downstream	18726	18726		41107.0132436185
MA1916.2	SoxB2	SOX-related factors	downstream	25189	25189		40425.6876811307
MA1917.2	SoxC	SOX-related factors	downstream	25189	25189		40425.6876811307
MA1918.2	SoxF	SOX-related factors	downstream	25189	25189		40425.6876811307
MA1919.2	Tbox-a	TBX1-related factors	downstream	12576	12576		40783.6826494911
MA1920.2	Tbox-b	TBX1-related factors	downstream	13365	13365		40087.2297044519
MA1921.2	Tbx15/18/22	TBX1-related factors	downstream	13939	13939		40484.9449745319
MA1922.2	Tbx2/3	TBX2-related factors	downstream	9840	9840		40333.5120934959
MA1923.2	Tcf3-4-12	E2A	downstream	24143	24143		40223.5569730357
MA1924.2	Tlx	NK	downstream	25030	25030		40458.5420295645
MA1925.2	Uncx-b	Paired-related HD factors	downstream	25030	25030		40458.5420295645
MA1926.2	Usf	bHLH-ZIP	downstream	9747	9747		39895.0266748743
MA1927.2	YY1-2	More than 3 adjacent zinc fingers	downstream	13890	13890		39555.1753779698
MA0619.2	LIN54	tesmin/TSO1-family	downstream	23768	23768		40530.3187899697
MA0006.2	Ahr::Arnt	PAS domain factors	downstream	24945	24945		40451.1227901383
MA0854.2	Alx1	Paired-related HD factors	downstream	11259	11259		40115.8142819078
MA0634.2	ALX3	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0853.2	Alx4	Paired-related HD factors	downstream	11723	11723		40002.6510278939
MA0690.3	TBX21	TBrain-related factors	downstream	13939	13939		40172.147643303
MA0007.4	Ar	Steroid hormone receptors (NR3)	downstream	10922	10922		40773.2385094305
MA1463.2	ARGFX	Paired-related HD factors	downstream	9649	9649		40034.2226137424
MA0601.2	Arid3b	ARID-related	downstream	21372	21372		40123.8635130077
MA0602.2	Arid5a	ARID-related	downstream	11916	11916		40533.4684457872
MA0259.2	ARNT::HIF1A	PAS domain factors	downstream	25032	25032		40421.2102508789
MA1464.2	ARNT2	PAS domain factors	downstream	9942	9942		40251.501307584
MA0603.2	Arntl	PAS domain factors	downstream	9745	9745		39870.2774756285
MA0874.2	Arx	Paired-related HD factors	downstream	12286	12286		39817.4669542569
MA1100.3	ASCL1	MyoD/ASC-related factors	downstream	14242	14242		40267.9585732341
MA1631.2	ASCL1	MyoD/ASC-related factors	downstream	18807	18807		40462.4562131122
MA1632.2	ATF2	Jun-related	downstream	15311	15311		40659.4524851414
MA1988.2	Atf3	Fos-related	downstream	16486	16486		40680.6029964819
MA0605.3	ATF3	Fos-related	downstream	10582	10582		40435.2076167076
MA0833.3	ATF4	ATF-4-related factors	downstream	15394	15394		39796.1536312849
MA1466.2	ATF6	Jun-related	downstream	13668	13668		39905.7592186128
MA0834.2	ATF7	Jun-related	downstream	10443	10443		40566.6175428517
MA0461.3	Atoh1	Tal-related	downstream	13765	13765		40170.5986923356
MA1467.3	Atoh1	Tal-related	downstream	18517	18517		40082.417292218
MA0591.2	Bach1::Mafk	Jun-related	downstream	13720	13720		40314.1795189504
MA0496.4	MAFK	Maf-related	downstream	13852	13852		40003.4763211089
MA1101.3	BACH2	Jun-related	downstream	9259	9259		40646.5388270872
MA1470.2	BACH2	Jun-related	downstream	11424	11424		40465.7683823529
MA0877.4	BARHL1	NK	downstream	22789	22789		40346.2086971785
MA0635.2	BARHL2	NK	downstream	22789	22789		40346.2086971785
MA0875.2	BARX1	NK	downstream	24957	24957		40396.601594743
MA1471.2	BARX2	NK	downstream	15343	15343		39949.3988789676
MA1634.2	BATF	B-ATF-related factors	downstream	16486	16486		40680.6029964819
MA0462.3	BATF::JUN	B-ATF-related factors	downstream	16486	16486		40680.6029964819
MA0489.3	Jun	Jun-related	downstream	9968	9968		40424.8617576244
MA0488.2	JUN	Jun-related	downstream	15740	15740		40091.6686149936
MA0835.3	BATF3	B-ATF-related factors	downstream	16486	16486		40680.6029964819
MA1989.2	Bcl11B	Factors with multiple dispersed zinc fingers	downstream	20025	20025		40508.6764044944
MA0463.3	BCL6	More than 3 adjacent zinc fingers	downstream	13038	13038		39417.7258782022
MA1472.3	Bhlha15	Tal-related	downstream	13970	13970		40407.7911238368
MA1635.2	BHLHE22	Tal-related	downstream	22580	22580		40277.4931798051
MA0817.2	BHLHE23	Tal-related	downstream	12589	12589		39814.1028675828
MA0464.3	BHLHE40	Hairy-related factors	downstream	6078	6078		39181.0003290556
MA1928.2	BNC2	Factors with multiple dispersed zinc fingers	downstream	16486	16486		40680.6029964819
MA0876.2	BSX	NK	downstream	24957	24957		40396.601594743
MA0465.3	CDX2	HOX	downstream	12945	12945		40303.436770954
MA1473.2	CDX4	HOX	downstream	16578	16578		39940.8685607432
MA0102.5	CEBPA	CEBP-related	downstream	14020	14020		40593.4644793153
MA0466.4	CEBPB	CEBP-related	downstream	4065	4065		39394.9611316113
MA0836.3	CEBPD	CEBP-related	downstream	14178	14178		40470.4838482156
MA0837.3	CEBPE	CEBP-related	downstream	5295	5295		39968.838904627
MA1636.2	CEBPG	CEBP-related	downstream	14535	14535		40091.469005848
MA0819.3	CLOCK	PAS domain factors	downstream	9967	9967		40741.3509581619
MA0018.5	CREB1	CREB-related factors	downstream	12941	12941		39712.833088633
MA0638.2	CREB3	CREB-related factors	downstream	11533	11533		39898.6616665222
MA0839.2	CREB3L1	CREB-related factors	downstream	12313	12313		40265.8210021928
MA1474.2	CREB3L4	CREB-related factors	downstream	12970	12970		40077.4915959908
MA1475.2	CREB3L4	CREB-related factors	downstream	10267	10267		39786.1257426707
MA0840.2	Creb5	CREB-related factors	downstream	10956	10956		40456.4650419861
MA0609.3	CREM	CREB-related factors	downstream	11366	11366		40426.36283653
MA0467.3	Crx	Paired-related HD factors	downstream	23446	23446		40260.2645653843
MA0139.2	CTCF	More than 3 adjacent zinc fingers	downstream	18963	18963		40120.1535094658
MA1929.2	CTCF	More than 3 adjacent zinc fingers	downstream	16878	16878		40109.4108899159
MA1930.2	CTCF	More than 3 adjacent zinc fingers	downstream	18659	18659		40116.4763920896
MA1102.3	CTCFL	More than 3 adjacent zinc fingers	downstream	17000	17000		39844.2314705882
MA0754.3	CUX1	HD-CUT	downstream	7517	7517		40331.773978981
MA0650.4	Hoxa13	HOX	downstream	11150	11150		39494.7383856502
MA0901.3	HOXB13	HOX	downstream	18200	18200		40030.4135164835
MA0755.2	CUX2	HD-CUT	downstream	7687	7687		41013.3462989463
MA0639.2	DBP	CEBP-related	downstream	6647	6647		39920.8194674289
MA0019.2	Ddit3::Cebpa	CEBP-related	downstream	10928	10928		40077.9312774524
MA0879.3	DLX1	NK	downstream	24957	24957		40396.601594743
MA0885.3	Dlx2	NK	downstream	10469	10469		40299.4779826153
MA0880.2	Dlx3	NK	downstream	24221	24221		40317.5571198547
MA0881.2	Dlx4	NK	downstream	24221	24221		40317.5571198547
MA1476.3	Dlx5	NK	downstream	13660	13660		40069.3183016105
MA0882.2	DLX6	NK	downstream	24221	24221		40317.5571198547
MA0883.2	Dmbx1	Paired-related HD factors	downstream	9979	9979		39805.3062431105
MA1603.2	Dmrt1	DMRT factors	downstream	15175	15175		40498.289291598
MA0610.2	DMRT3	DMRT factors	downstream	19125	19125		39988.7966013072
MA1707.2	DMRTA1	DMRT factors	downstream	15352	15352		40657.8241922877
MA1478.2	DMRTA2	DMRT factors	downstream	24571	24571		40476.7276057141
MA1479.2	DMRTC2	DMRT factors	downstream	15211	15211		41081.3465912826
MA1480.2	DPRX	Paired-related HD factors	downstream	11078	11078		39656.052897635
MA1481.2	DRGX	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0611.3	Dux	Paired-related HD factors	downstream	9195	9195		39879.9103860794
MA0864.3	E2F2	E2F	downstream	7769	7769		38888.8577680525
MA0469.4	E2F3	E2F	downstream	6791	6791		39209.5103813871
MA0756.3	ONECUT2	HD-CUT	downstream	11442	11442		40234.9822583464
MA0470.3	E2F4	E2F	downstream	8575	8575		39101.5041399417
MA0471.3	E2F6	E2F	downstream	15146	15146		40160.0174303447
